Dis No,Locat,CountryCode,Lon,Lat
2014-9429-MYS,Perlis,MYS,100.25,6.5
2014-9429-MYS,Pulau Pinang,MYS,100.25848,5.37677
2014-9429-MYS,Selangor,MYS,101.5,3.16667
2014-0246-NPL,Chitwan,NPL,84.5,27.58333
2014-0343-PAK,Narowal,PAK,74.87303,32.10197
2014-0343-PAK,Lahore,PAK,74.5,31.16667
2014-0343-PAK,Gujranwala,PAK,74.09095,32.33393
2014-0343-PAK,Gujrat,IND,71.75,23
2014-0343-PAK,Jhelum,PAK,73.73102,32.93448
2014-0343-PAK,Jhang,PAK,72.31687,31.26981
2014-0343-PAK,Punjab,PAK,72.31667,30.85
2014-0343-PAK,Jammu,IND,75.40781,33.5329
2014-0343-PAK,Kashmir,PAK,73.9104,33.94718
2014-0331-PHL,Tabaco,PHL,123.71667,13.33333
2014-0331-PHL,Legazpi city,PHL,123.73333,13.13333
2014-0331-PHL,Malilipot,PHL,123.71667,13.3
2014-0331-PHL,Camalig,PHL,123.63769,13.13994
2014-0331-PHL,Guinobatan,PHL,123.56667,13.16667
2014-0331-PHL,Bicol,PHL,123.56389,13.31389
2014-0159-THA,Phrae,THA,100,18.08333
2014-0345-THA,Sukhothai,THA,99.66667,17.25
2014-0345-THA,Phra Nakhon Si Ayudhya,THA,100.5,14.28333
2014-0522-THA,Krabi,THA,99.00859,8.19793
2014-0522-THA,Nakhon Si,THA,99.82203,8.39102
2014-0522-THA,Thammarat,THA,99.82203,8.39102
2014-0522-THA,Phatthalung,THA,100.08333,7.5
2014-0522-THA,Phuket,THA,98.35098,7.97152
2014-0522-THA,Songkhla,THA,100.66667,6.83333
2014-0522-THA,Surat Thani,THA,99.0394,9.0011
2014-0522-THA,Yala,THA,101.25,6.33333
2014-0089-THA,Loei,THA,101.5,17.41667
2014-0089-THA,Tak,THA,98.83333,16.58333
2015-0126-IND,Gujarat,IND,71.75,23
2015-0126-IND,Punjab,PAK,72.31667,30.85
2015-0126-IND,Himachal Pradresh,IND,77.25,31.91667
2015-0126-IND,Haryana,IND,76.33333,29.25
2015-0126-IND,Maharashtra,IND,76,19.5
2015-0126-IND,Uttar Pradesh,IND,80.75,27.25
2015-0126-IND,Madhya Pradesh,IND,78.5,23.5
2015-0126-IND,Rajasthan,IND,73.83333,26.58333
2015-0126-IND,Jammu,IND,75.40781,33.5329
2015-0126-IND,Kashmir,PAK,73.9104,33.94718
2015-0126-IND,Uttarakhand,IND,79.25,30.25
2015-0126-IND,West Bengal,IND,88,24
2015-0261-JPN,Akita,JPN,140.4,39.75
2015-0261-JPN,Aomori,JPN,140.82827,40.7831
2015-0261-JPN,Gifu,JPN,137.05,35.78333
2015-0261-JPN,Gunma,JPN,138.98235,36.50747
2015-0261-JPN,Hukui,JPN,136.21667,35.85
2015-0261-JPN,Hukusima,JPN,140.22199,37.38158
2015-0261-JPN,Kanagawa,JPN,139.33333,35.41667
2015-0261-JPN,Miyagi,JPN,140.92624,38.44938
2015-0261-JPN,Nagano,JPN,138.04077,36.13464
2015-0261-JPN,Nara,JPN,135.83289,34.68525
2015-0261-JPN,Niigata,JPN,138.91748,37.52343
2015-0261-JPN,Okayama,JPN,133.81018,34.90204
2015-0261-JPN,Okinawa,JPN,127.93333,26.5
2015-0261-JPN,Oosaka,JPN,141.26188,40.5986
2015-0261-JPN,Saitama,JPN,139.64904,35.85721
2015-0261-JPN,Siga,JPN,136.13333,35.21667
2015-0261-JPN,Sizuoka,JPN,138.33333,35.01667
2015-0261-JPN,Tookyoo,CAN,-110.78517,58.58356
2015-0261-JPN,Totigi,JPN,139.81667,36.7
2015-0261-JPN,Tottori,JPN,133.85,35.4
2015-0261-JPN,Toyama,JPN,137.26513,36.63926
2015-0261-JPN,Wakayama,JPN,135.41667,33.91667
2015-0261-JPN,Yamagata,JPN,140.0997,38.4503
2015-0261-JPN,Yamaguti,JPN,131.56667,34.2
2015-0261-JPN,Kagawa,JPN,133.99471,34.24717
2015-0261-JPN,Kooti,NGA,2.91179,6.53951
2015-0261-JPN,Tokusima,JPN,134.56667,34.06667
2015-0017-PHL,Sorsogon,PHL,123.91667,12.83333
2015-0017-PHL,Bicol,PHL,123.56389,13.31389
2015-0017-PHL,Cebu,PHL,123.75,10.33333
2015-0017-PHL,Visayas,PHL,122.53,11.13
2015-0017-PHL,Eastern Samar,PHL,125.47647,11.53054
2015-0017-PHL,Eastern Visayas,PHL,124.96204,11.51649
2015-0371-PHL,Ilocos Norte,PHL,120.75,18.16667
2015-0371-PHL,Ilocos Sur,PHL,120.54199,17.19852
2015-0371-PHL,Ilocos,PHL,120.52083,16.97917
2015-0371-PHL,Cagayan,PHL,121.73333,17.65667
2015-0371-PHL,Cordillera Administrative,PHL,121.03322,17.0852
2015-0462-PHL,Bicol,PHL,123.56389,13.31389
2015-0462-PHL,Cordillera Administrative,PHL,121.03322,17.0852
2015-0462-PHL,Ilocos,PHL,120.52083,16.97917
2015-0462-PHL,Cagayan,PHL,121.73333,17.65667
2015-0543-PHL,Cagayan,PHL,121.73333,17.65667
2015-0543-PHL,Quezon,PHL,121.03333,14.63333
2015-0543-PHL,Batangas,PHL,121.08333,13.91667
2015-0543-PHL,Mindoro Occidental,PHL,120.91667,13
2015-0543-PHL,Romblon,PHL,122.28206,12.55499
2015-0543-PHL,Masbate,PHL,123.58333,12.16667
2015-0543-PHL,Sorsogon,PHL,123.91667,12.83333
2015-0543-PHL,Bicol,PHL,123.56389,13.31389
2015-0543-PHL,Visayas,PHL,122.53,11.13
2015-0543-PHL,Northern Samar,PHL,124.66667,12.33333
2015-0543-PHL,Eastern Visayas,PHL,124.96204,11.51649
2015-0543-PHL,Quezon City,PHL,121.03333,14.63333
2015-0543-PHL,Metropolitan Manila,PHL,121,14.5833
2015-0226-NPL,Taplejung,NPL,87.697,27.351
2015-0226-NPL,Mechi,JPN,140.09254,37.04289
2015-0145-PAK,Peshawar,PAK,71.78231,34.00081
2015-0145-PAK,North-West Frontier,PAK,71.68611,33.98306
2015-9411-IDN,Jayawijaya,IDN,139.08333,-4.08333
2015-0529-MNG,Bulgan,MNG,103.5,49
2015-0529-MNG,Uvs,MNG,93,49.5
2015-0107-IND,Jammu,IND,75.40781,33.5329
2015-0253-IND,Kalimpong,IND,88.47529,27.07059
2015-0253-IND,Darjeeling,IND,88.25,26.75
2015-0253-IND,West Bengal,IND,88,24
2015-0317-IND,Gujarat,IND,71.75,23
2015-0317-IND,Malda,IND,88,25
2015-0317-IND,Jalpaiguri,IND,88.7146,26.51974
2015-0317-IND,West Bengal,IND,88,24
2015-0317-IND,Jorhat,IND,94.26,26.8
2015-0317-IND,Dhemaji,IND,94.7942,27.6091
2015-0317-IND,Lakhimpur,IND,94.25,27.35
2015-0317-IND,Dhuburi,IND,90.02238,26.06749
2015-0317-IND,Darrang,IND,92.16843,26.51195
2015-0317-IND,Goalpara,IND,90.60974,26.12791
2015-0317-IND,Marigaon,IND,92.34238,26.25213
2015-0317-IND,Assam,IND,93,26
2015-0317-IND,Manipur,IND,94,25
2015-0317-IND,Orissa,IND,84.41667,20.5
2015-0317-IND,Rajasthan,IND,73.83333,26.58333
2015-0317-IND,Madhya Pradesh,IND,78.5,23.5
2015-0333-IND,Rajasthan,IND,73.83333,26.58333
2015-0333-IND,Uttar Pradesh,IND,80.75,27.25
2015-0333-IND,Jammu,IND,75.40781,33.5329
2015-0333-IND,Kashmir,PAK,73.9104,33.94718
2015-0333-IND,Arunachal Pradesh,IND,93.37,27.06
2015-0333-IND,Uttarakhand,IND,79.25,30.25
2015-0333-IND,Punjab,PAK,72.31667,30.85
2015-0333-IND,Haryana,IND,76.33333,29.25
2015-0333-IND,Himachal Pradesh,IND,77.25,31.91667
2015-0413-IND,Lakhimpur,IND,94.25,27.35
2015-0413-IND,Kokrajhar,IND,90.2,26.6
2015-0413-IND,Dhemaji,IND,94.7942,27.6091
2015-0413-IND,Assam,IND,93,26
2015-0413-IND,Arunachal Pradesh,IND,93.37,27.06
2015-0418-JPN,Joso city,PHL,121.11667,14.81667
2015-0418-JPN,Miyagi,JPN,140.92624,38.44938
2015-0253-MMR,Thandwe,MMR,94.58302,18.35477
2015-0253-MMR,Taninthayi,MMR,99,13
2015-0253-MMR,Kayin,MMR,97.75,17.5
2015-0308-MMR,Sagaing,MMR,95.5,23.5
2015-0308-MMR,Kayin,MMR,97.75,17.5
2015-0308-MMR,Magway,MMR,94.75,20.5
2015-0021-MYS,Sarawak,MYS,113.5,2.5
2015-0144-NPL,Western,LKA,80.08333,6.83333
2015-0144-NPL,Janakpur,NPL,85.92628,26.72882
2015-0175-NPL,Kathmandu,NPL,85.3206,27.70169
2015-0175-NPL,Dolakha,NPL,86.25,27.83333
2015-0175-NPL,Janakpur,NPL,85.92628,26.72882
2015-0278-PHL,Ilocos Norte,PHL,120.75,18.16667
2015-0278-PHL,Ilocos Sur,PHL,120.54199,17.19852
2015-0278-PHL,Ilocos,PHL,120.52083,16.97917
2015-0278-PHL,Palawan,PHL,118.5,9.5
2015-0278-PHL,Benguet,PHL,120.66667,16.5
2015-0278-PHL,Cordillera Administrative,PHL,121.03322,17.0852
2015-0283-PHL,Malabon,PHL,120.96531,14.66651
2015-0283-PHL,Quezon City,PHL,121.03333,14.63333
2015-0283-PHL,Valenzuela City,PHL,120.96667,14.71667
2015-0283-PHL,Metropolitan Manila,PHL,121,14.5833
2015-0283-PHL,San Jose Del Monte,PHL,121.11667,14.81667
2015-0283-PHL,Santa Maria,ITA,9.59479,39.43809
2015-0283-PHL,Bulacan,PHL,121.08333,15
2015-0283-PHL,III,MLI,-6.2,11.3
2015-0283-PHL,Pampanga,PHL,120.66667,15.06667
2015-0283-PHL,Botolan,PHL,120.21667,15.26667
2015-0283-PHL,Masinloc,PHL,120.05,15.53333
2015-0283-PHL,Zambales,PHL,120.16667,15.33333
2015-0283-PHL,Batangas,PHL,121.08333,13.91667
2015-0283-PHL,Laguna,BRA,-48.83834,-28.47071
2015-0283-PHL,Baguio City,PHL,120.6,16.41667
2015-0283-PHL,Itogon,PHL,120.70584,16.32528
2015-0283-PHL,Kapangan,PHL,120.6,16.6
2015-0283-PHL,Kibunga,RWA,30.58333,-2
2015-0283-PHL,Benguet,PHL,120.66667,16.5
2015-0283-PHL,Tabuk,SAU,37.16667,28.25
2015-0359-PHL,Bohol,PHL,124.16667,9.83333
2015-0359-PHL,VII,PHL,123.87085,10.35815
2015-0359-PHL,Visayas,PHL,122.53,11.13
2015-0359-PHL,Malaybalay city,PHL,125.14225,8.13989
2015-0359-PHL,Valencia,ESP,-0.37739,39.46975
2015-0359-PHL,Bukidnon,PHL,125,8
2015-0359-PHL,Northern Mindanao,PHL,125.22669,8.5262
2015-0359-PHL,Ampatuan,PHL,124.43654,6.95464
2015-0359-PHL,Pagalungan,PHL,124.73921,6.96904
2015-0359-PHL,Kabuntalan,PHL,124.4,7.13333
2015-0129-IDN,Java Barat,IDN,107.5,-6.75
2015-0164-IND,Purnia,IND,87.40708,25.81614
2015-0164-IND,Madhepura,IND,87,25.8
2015-0164-IND,Madhubani,IND,86.08333,26.33333
2015-0164-IND,Supaul,IND,86.8,26.25
2015-0164-IND,Bihar,ETH,37.39077,11.59364
2015-0279-PHL,Basilan,PHL,122.11853,6.54729
2015-0113-PSE,West Bank,PSE,35.20329,31.92157
2015-0113-PSE,Gaza,PSE,35.20329,31.92157
2015-0002-SYR,Aleppo,SYR,37.61667,36.25
2015-0002-SYR,Damascus,SYR,37.38333,33.5
2015-0002-SYR,Homs,SYR,38.3,34.46667
2015-0244-JPN,Okinawa,JPN,127.93333,26.5
2015-0456-JPN,Totigi,JPN,139.81667,36.7
2015-0456-JPN,Miyagi,JPN,140.92624,38.44938
2015-0002-PSE,Gaza,PSE,35.20329,31.92157
2015-0002-PSE,Gaza Strip,PSE,34.33333,31.41667
2015-0127-IRN,Kerman,IRN,57.25,29.75
2015-0415-IDN,Sorong,IDN,131.25152,-0.86507
2015-0415-IDN,Papua Barat,IDN,134.06118,-0.86531
2015-0036-IDN,Pesisir Selatan,IDN,100.85,-1.58333
2015-0036-IDN,Sumatera Barat,IDN,100.5,-1
2015-0076-IDN,Dki Jakarta,IDN,106.8584,-6.2182
2015-0076-IDN,Bali,IDN,115,-8.33333
2015-0077-IDN,Dki Jakarta,IDN,106.8584,-6.2182
2015-0077-IDN,Bali,IDN,115,-8.33333
2015-0181-IDN,Yogyakarta,IDN,110.34393,-7.8008
2015-0181-IDN,Jawa Timur,IDN,112.5099,-7.7394
2015-0524-IDN,Bengkulu Utara,IDN,102.05,-3.33333
2015-0112-IDN,Cimerak,IDN,108.3815,-7.7663
2015-0112-IDN,Jawa Barat,IDN,107.5,-6.75
2015-0429-IDN,Jambi,IDN,103,-1.5
2015-0429-IDN,Riau,IDN,101.749,0.5005
2015-0429-IDN,Sumatera Selatan,IDN,103.83333,-2.75
2015-0429-IDN,Kalimantan Timur,IDN,116.5,0.5
2015-0429-IDN,Kalimantan Tengah,IDN,113.5,-2
2015-0429-IDN,Kalimantan Selatan,IDN,115.5,-2.5
2015-0429-IDN,Kalimantan,IDN,114,1
2015-0412-IDN,Nanggroe Aceh Darussalam,IDN,97,4
2015-0118-IND,Tripura,IND,92,24
2015-0450-IND,Nabarangpur,IND,82.55,19.2333
2015-0450-IND,Orissa,IND,84.41667,20.5
2015-0450-IND,Andhra Pradesh,IND,79.75,15.83333
2015-0600-IND,Andhra Pradesh,IND,79.75,15.83333
2015-0144-IND,Uttar Pradesh,IND,80.75,27.25
2015-0144-IND,West Bengal,IND,88,24
2015-0144-IND,Sikkim,IND,88.5,27.75
2015-0476-IND,Jammu,IND,75.40781,33.5329
2015-0476-IND,Delhi,IND,77.23149,28.65195
2015-0207-IND,Tamil Nadu,IND,78.33333,11
2015-0249-IND,Rajkot,IND,70.83333,22.33333
2015-0249-IND,Surat,IND,72.81189,21.17801
2015-0249-IND,Gujarat,IND,71.75,23
2015-0249-IND,Maharashtra,IND,76,19.5
2015-0226-IND,Sonitpur,IND,92.96425,26.76748
2015-0226-IND,Goalpara,IND,90.60974,26.12791
2015-0226-IND,Dhemaji,IND,94.7942,27.6091
2015-0226-IND,Lakhimpur,IND,94.25,27.35
2015-0226-IND,Tinsukia,IND,95.6,27.6
2015-0226-IND,Darrang,IND,92.16843,26.51195
2015-0226-IND,Nalbari,IND,91.4,26.5
2015-0226-IND,Jorhat,IND,94.26,26.8
2015-0226-IND,Kamrup,IND,91.65344,26.22322
2015-0226-IND,Dibrugarh,IND,95,27.5
2015-0226-IND,Nagaon,IND,92.69225,26.35037
2015-0226-IND,Bongaigaon,IND,90.6464,26.4603
2015-0226-IND,Assam,IND,93,26
2015-0189-IND,Delhi,IND,77.23149,28.65195
2015-0189-IND,Andhra Pradesh,IND,79.75,15.83333
2015-9618-IND,Tamil Nadu,IND,78.33333,11
2015-9618-IND,Rajasthan,IND,73.83333,26.58333
2015-9618-IND,Jharkhand,IND,85.5,23.75
2015-9618-IND,Assam,IND,93,26
2015-9618-IND,Andhra Pradesh,IND,79.75,15.83333
2015-9618-IND,Himachal Pradesh,IND,77.25,31.91667
2015-9618-IND,Nagaland,IND,94.5,26.08333
2015-9618-IND,Maharashtra,IND,76,19.5
2015-9618-IND,Madhya Pradesh,IND,78.5,23.5
2015-9618-IND,Chhattisgarh,IND,82,21.5
2015-9618-IND,Odisha,IND,84.41667,20.5
2015-0374-IND,Assam,IND,93,26
2015-0406-IND,Dhemaji,IND,94.7942,27.6091
2015-0406-IND,Kokrajhar,IND,90.2,26.6
2015-0406-IND,Bongaigaon,IND,90.6464,26.4603
2015-0406-IND,Sonitpur,IND,92.96425,26.76748
2015-0406-IND,Barpeta,IND,91.0308,26.47104
2015-0406-IND,Goalpara,IND,90.60974,26.12791
2015-0406-IND,Marigaon,IND,92.34238,26.25213
2015-0406-IND,Cachar,IND,92.85771,24.78213
2015-0406-IND,Lakhimpur,IND,94.25,27.35
2015-0406-IND,Jorhat,IND,94.26,26.8
2015-0406-IND,Tinsukia,IND,95.6,27.6
2015-0406-IND,Darrang,IND,92.16843,26.51195
2015-0406-IND,Nalbari,IND,91.4,26.5
2015-0406-IND,Kamrup,IND,91.65344,26.22322
2015-0406-IND,Dibrugarh,IND,95,27.5
2015-0406-IND,Assam,IND,93,26
2015-0504-IND,Andhra Pradesh,IND,79.75,15.83333
2015-0504-IND,Chennai,IND,80.26483,13.08891
2015-0504-IND,Cuddalore,IND,79.51,11.52
2015-0504-IND,Thiruvallur,IND,80,13.25
2015-0504-IND,Tamil Nadu,IND,78.33333,11
2015-0088-IRN,Hormozgan,IRN,56.5,27.75
2015-0258-IRN,Tehran,IRN,51.41667,35.66667
2015-0258-IRN,Mazandaran,IRN,52.33333,36.25
2015-0258-IRN,Ghazvin,IRN,47.0339,35.60695
2015-0258-IRN,Khorasan,IRN,59,35.25
2015-0258-IRN,Kordestan,IRN,46.75,34.41667
2015-0258-IRN,Kerman,IRN,57.25,29.75
2015-0258-IRN,Semnan,IRN,55,35.5
2015-0499-IRN,Hormozgan,IRN,56.5,27.75
2015-0499-IRN,Fars,IRN,53,29
2015-0499-IRN,Kerman,IRN,57.25,29.75
2015-0438-IRN,Tehran,IRN,51.41667,35.66667
2015-0438-IRN,Hormozgan,IRN,56.5,27.75
2015-0485-IRQ,Baghdad,IRQ,44.40088,33.34058
2015-0481-IRQ,Najaf,IRQ,43.83333,31.25
2015-0481-IRQ,Diwaniya,IRQ,45.08333,31.91667
2015-0481-IRQ,Baghdad,IRQ,44.40088,33.34058
2015-0481-IRQ,Baghdad,IRQ,44.40088,33.34058
2015-0481-IRQ,Basrah,IRQ,47.41667,30.41667
2015-0481-IRQ,Diwaniya,IRQ,45.08333,31.91667
2015-0481-IRQ,Erbil,IRQ,44.2,36.33333
2015-0481-IRQ,Kerbala,IRQ,44.02488,32.61603
2015-0481-IRQ,Najaf,IRQ,43.83333,31.25
2015-0481-IRQ,Sulaymaniyah,IRQ,45.33333,35.58333
2015-0427-ISR,Haifa,ISR,35,32.58333
2015-0427-ISR,Jerusalem,ISR,35,31.75
2015-0427-ISR,Southern,ISR,34.83333,30.66667
2015-0427-ISR,Tel Aviv,ISR,34.79995,32.08414
2015-0176-JPN,Yamatoson,JPN,129.3589,28.33415
2015-0176-JPN,Okinawa,JPN,127.93333,26.5
2015-0371-JPN,Kumamoto,JPN,130.75,32.61667
2015-0458-JPN,Okinawa,JPN,127.93333,26.5
2015-0575-JPN,Oosaka,JPN,141.26188,40.5986
2015-0575-JPN,Tokyo,JPN,139.69171,35.6895
2015-0575-JPN,Saitama,JPN,139.64904,35.85721
2015-0611-JPN,Chiba Prefecture,JPN,140.12333,35.60506
2015-0611-JPN,Tatebayashi,JPN,139.53333,36.25
2015-0611-JPN,Gunma Prefecture,JPN,138.98235,36.50747
2015-0611-JPN,Tokyo,JPN,139.69171,35.6895
2015-0154-KAZ,Bukhar-Zhyrau,KAZ,73.68118,49.85658
2015-0154-KAZ,Karagandinskaya,KAZ,71,48.25
2015-0154-KAZ,Akmolinskaya,KAZ,69.91667,51.83333
2015-0154-KAZ,Pavlodarskaya,KAZ,76.25,52.08333
2015-0324-LAO,Khammouan,LAO,105.33333,17.5
2015-0002-LBN,Saida,DZA,0.33333,34.66667
2015-0002-LBN,Tripoli,LBY,13.18733,32.88743
2015-0002-LBN,North,CMR,14,8.5
2015-0391-LBN,Beirut,LBN,35.5,33.88333
2015-0391-LBN,Bekaa,LBN,35.74286,33.63161
2015-0391-LBN,Mount Lebanon,USA,-80.0495,40.35535
2015-0391-LBN,Nabatiye,LBN,35.44483,33.39435
2015-0530-LKA,Jaffna,LKA,80.08333,9.75
2015-0530-LKA,Puttalam,LKA,79.9319,8.0454
2015-0530-LKA,Moneragala,LKA,81.33333,6.66667
2015-0118-MMR,Sagaing,MMR,95.5,23.5
2015-0492-MMR,Kale,MMR,94.12222,23.15676
2015-0449-MMR,Falam,MMR,93.67397,23.01799
2015-0455-MMR,Bawlake,MMR,97.42915,18.92128
2015-0306-NPL,Western,LKA,80.08333,6.83333
2015-0306-NPL,Chitwan,NPL,84.5,27.58333
2015-0306-NPL,Taplejung,NPL,87.697,27.351
2015-0306-NPL,Mechi,JPN,140.09254,37.04289
2015-0476-PAK,Islamabad,PAK,73.13382,33.71039
2015-0476-PAK,Islamabad,PAK,73.13382,33.71039
2015-0476-PAK,Chakwal,PAK,72.85394,32.93286
2015-0476-PAK,Gujranwala,PAK,74.09095,32.33393
2015-0476-PAK,Jhang,PAK,72.31687,31.26981
2015-0476-PAK,Jhelum,PAK,73.73102,32.93448
2015-0476-PAK,Kasur,PAK,74.45025,31.11866
2015-0476-PAK,Mianwali,PAK,71.52847,32.57756
2015-0476-PAK,Multan,PAK,71.91988,30.02388
2015-0476-PAK,Muzaffargarh,PAK,71.19379,30.07258
2015-0476-PAK,Narowal,PAK,74.87303,32.10197
2015-0476-PAK,Rawalpindi,PAK,72.73997,33.20359
2015-0476-PAK,Sahiwal,PAK,73.09162,30.64847
2015-0476-PAK,Sargodha,PAK,72.67418,32.08586
2015-0476-PAK,Sheikhupura,PAK,73.98638,31.68895
2015-0476-PAK,Punjab,PAK,72.31667,30.85
2015-0476-PAK,Azad,PAK,73.9104,33.94718
2015-0476-PAK,Jammu,IND,75.40781,33.5329
2015-0476-PAK,North-West Frontier,PAK,71.68611,33.98306
2015-0454-PAK,Karachi East,PAK,67.12322,24.9238
2015-0454-PAK,Sindh,PAK,68.76667,26.13333
2015-0215-PAK,Khuzdar,PAK,66.58703,27.4868
2015-0215-PAK,Balochistan,PAK,65.64355,28.47849
2015-0124-PAK,North-West Frontier,PAK,71.68611,33.98306
2015-0333-PAK,Rawalpindi,PAK,72.73997,33.20359
2015-0333-PAK,Punjab,PAK,72.31667,30.85
2015-0333-PAK,Islamabad,PAK,73.13382,33.71039
2015-0333-PAK,Islamabad,PAK,73.13382,33.71039
2015-0333-PAK,Jammu,IND,75.40781,33.5329
2015-0333-PAK,Kashmir,PAK,73.9104,33.94718
2015-0232-PAK,Sindh,PAK,68.76667,26.13333
2015-0291-PAK,Punjab,PAK,72.31667,30.85
2015-0291-PAK,Jammu,IND,75.40781,33.5329
2015-0291-PAK,Kashmir,PAK,73.9104,33.94718
2015-0291-PAK,North-West Frontier,PAK,71.68611,33.98306
2015-0291-PAK,Balochistan,PAK,65.64355,28.47849
2015-0291-PAK,Sindh,PAK,68.76667,26.13333
2015-0323-PHL,Malaybalay City,PHL,125.14225,8.13989
2015-0323-PHL,Valencia,ESP,-0.37739,39.46975
2015-0323-PHL,Bukidnon,PHL,125,8
2015-0105-PHL,Cagayan,PHL,121.73333,17.65667
2015-0105-PHL,Aurora,CAN,-79.46632,44.00011
2015-0176-PHL,Dilvilacan,PHL,122.31548,17.24194
2015-0176-PHL,II,MLI,-7.5,13.8
2015-0176-PHL,Cagayan,PHL,121.73333,17.65667
2015-0176-PHL,Aparri,PHL,121.61667,18.33333
2015-0176-PHL,Buguey,PHL,121.81667,18.26667
2015-0176-PHL,Cagayan,PHL,121.73333,17.65667
2015-0176-PHL,II,MLI,-7.5,13.8
2015-0176-PHL,Cagayan,PHL,121.73333,17.65667
2015-0244-PHL,Cordillera Administrative,PHL,121.03322,17.0852
2015-0244-PHL,Ilocos,PHL,120.52083,16.97917
2015-0244-PHL,Cagayan,PHL,121.73333,17.65667
2015-0339-PHL,Iloilo,PHL,122.66667,11
2015-0339-PHL,VI,MLI,-3.6,19.7
2015-0339-PHL,Western Visayas,PHL,122.53,11.13
2015-0339-PHL,Valladolid,ESP,-4.66667,41.58333
2015-0339-PHL,Negros Occidental,PHL,123,10.41667
2015-0339-PHL,VI,MLI,-3.6,19.7
2015-0339-PHL,Western Visayas,PHL,122.53,11.13
2015-0339-PHL,San Lorenzo,ITA,14.26481,40.85686
2015-0339-PHL,VI,MLI,-3.6,19.7
2015-0339-PHL,Western Visayas,PHL,122.53,11.13
2015-0339-PHL,VII,PHL,123.87085,10.35815
2015-0339-PHL,Visayas,PHL,122.53,11.13
2015-0339-PHL,Lanao Del Norte,PHL,124,8
2015-0339-PHL,Northern Mindanao,PHL,125.22669,8.5262
2015-0490-PHL,Benguet,PHL,120.66667,16.5
2015-0490-PHL,Cordillera Administrative,PHL,121.03322,17.0852
2015-0490-PHL,Pangasinan,PHL,120.33333,15.91667
2015-0490-PHL,Aurora,CAN,-79.46632,44.00011
2015-0490-PHL,Bulacan,PHL,121.08333,15
2015-0490-PHL,Nueva Ecija,PHL,121,15.58333
2015-9364-PHL,Cagayan,PHL,121.73333,17.65667
2015-9364-PHL,Caraga,PHL,125.74167,9
2015-9364-PHL,IX,PHL,123.13477,7.89603
2015-9364-PHL,Zamboanga Peninsula,PHL,123.13477,7.89603
2015-9364-PHL,Northern Mindanao,PHL,125.22669,8.5262
2015-9364-PHL,Davao,PHL,125.92499,7.54734
2015-9364-PHL,Western Visayas,PHL,122.53,11.13
2015-9364-PHL,VII,PHL,123.87085,10.35815
2015-9364-PHL,Visayas,PHL,122.53,11.13
2015-9364-PHL,Eastern Visayas,PHL,124.96204,11.51649
2015-9364-PHL,Visayas,PHL,122.53,11.13
2015-0284-PHL,Pangasinan,PHL,120.33333,15.91667
2015-0345-PRK,Kaechon,PRK,125.90111,39.75278
2015-0345-PRK,P'yongan-namdo,PRK,126.16667,39.5
2015-0345-PRK,Sakju,JPN,138.44529,36.21577
2015-0345-PRK,P'yongan-bukto,PRK,125.26667,40.05
2015-0345-PRK,Pyongsan,KOR,128.77068,35.01304
2015-0345-PRK,Haeju,PRK,125.71472,38.04056
2015-0345-PRK,Byoksong,PRK,125.55667,38.0475
2015-0345-PRK,Bongchon,KOR,129.2811,37.1954
2015-0345-PRK,Danchon,KOR,128.69834,36.42602
2015-0345-PRK,Hamgyong-namdo,PRK,127.75,40.23333
2015-0345-PRK,Kimchaek,PRK,129.2,40.66667
2015-0345-PRK,Hwadae,PRK,129.49825,40.79689
2015-0345-PRK,Sonbong,PRK,130.38307,42.35118
2015-0345-PRK,Hamgyong-bukto,PRK,129.41667,41.83333
2015-0345-PRK,Jonchon,KOR,126.82806,37.18194
2015-9257-PRK,P'yongan-bukto,PRK,125.26667,40.05
2015-9257-PRK,P'yongyang-si,PRK,125.75432,39.03385
2015-0130-SAU,Makkah,SAU,41.20422,21.62425
2015-0130-SAU,Asir,SAU,42.95,19.15
2015-0130-SAU,Najran,SAU,46.91667,18.41667
2015-0507-SAU,Madinah,YEM,44.17846,15.4853
2015-0507-SAU,Makkah,SAU,41.20422,21.62425
2016-0138-MMR,Sagaing,MMR,95.5,23.5
2016-0138-MMR,Madalay,MMR,96,21
2016-0094-IDN,Rancaekek,IDN,107.75583,-6.965
2016-0094-IDN,Bojongsoang,IDN,107.66778,-6.985
2016-0094-IDN,Pameungpeuk,IDN,107.60389,-7.01833
2016-0094-IDN,Kutawaringin,IDN,111.73333,-2.4
2016-0094-IDN,Bandung,IDN,107.60694,-6.92222
2016-0094-IDN,Jawa Barat,IDN,107.5,-6.75
2016-0040-IDN,Kota Payakumbuh,IDN,100.63333,-0.23333
2016-0040-IDN,Limapuluhkoto,IDN,100.5872,-0.0168
2016-0040-IDN,Solok Selatan,IDN,101.417,-1.23333
2016-0040-IDN,Sumatera Barat,IDN,100.5,-1
2016-0040-IDN,Bangka Selatan,IDN,106.01257,-2.66803
2016-0040-IDN,Aceh Besar,IDN,95.51667,5.38333
2016-0040-IDN,Aceh Utara,IDN,97.14,4.97
2016-0040-IDN,Nangroe Aceh Darussalam,IDN,97,4
2016-0092-IDN,Sarolangun,IDN,102.65,-2.3
2016-0092-IDN,Jawa Barat,IDN,107.5,-6.75
2016-0092-IDN,Kalimantan Selatan,IDN,115.5,-2.5
